"cvss2_score","cve","updated","severity","condition","cvss3_score","Title","Architecture","Version","external_references","detection_time","Name","published"
0,"CVE-2023-21990","2023-04-20","High","less than 6.1.44",8.2,"CVE-2023-21990 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpuapr2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21990""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-04-18"
0,"CVE-2023-21989","2023-04-19","Medium","less than 6.1.44",6,"CVE-2023-21989 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpuapr2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21989""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-04-18"
0,"CVE-2023-21988","2023-04-20","Low","less than 6.1.44",3.8,"CVE-2023-21988 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpuapr2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21988""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-04-18"
0,"CVE-2023-21987","2023-04-20","High","less than 6.1.44",7.8,"CVE-2023-21987 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpuapr2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21987""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-04-18"
0,"CVE-2023-21899","2023-01-25","Medium","less than 6.1.42",5.5,"CVE-2023-21899 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21899""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2023-21898","2023-01-25","Medium","less than 6.1.42",5.5,"CVE-2023-21898 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21898""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2023-21889","2023-01-25","Low","less than 6.1.42",3.8,"CVE-2023-21889 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21889""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2023-21886","2023-01-25","High","less than 6.1.42",8.1,"CVE-2023-21886 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21886""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2023-21885","2023-01-25","Low","less than 6.1.42",3.8,"CVE-2023-21885 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21885""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2023-21884","2023-01-25","Medium","less than 6.1.42",4.4,"CVE-2023-21884 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpujan2023.html"",""https://nvd.nist.gov/vuln/detail/CVE-2023-21884""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2023-01-18"
0,"CVE-2022-39427","2022-10-20","High","less than 6.1.40",8.8,"CVE-2022-39427 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39427""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39426","2023-01-12","High","less than 6.1.40",8.1,"CVE-2022-39426 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39426""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39425","2023-01-12","High","less than 6.1.40",8.1,"CVE-2022-39425 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39425""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39424","2023-01-12","High","less than 6.1.40",8.1,"CVE-2022-39424 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39424""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39423","2023-01-12","Medium","less than 6.1.38",6,"CVE-2022-39423 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39423""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39422","2023-01-12","High","less than 6.1.38",7.5,"CVE-2022-39422 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39422""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-39421","2023-01-12","High","less than 6.1.40",7.3,"CVE-2022-39421 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-39421""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-21627","2023-01-12","Medium","less than 6.1.40",4.4,"CVE-2022-21627 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21627""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-21621","2023-01-12","Medium","less than 6.1.40",6,"CVE-2022-21621 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21621""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-21620","2023-01-12","High","less than 6.1.40",7.5,"CVE-2022-21620 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202212-03"",""https://www.oracle.com/security-alerts/cpuoct2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21620""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-10-18"
0,"CVE-2022-21571","2022-10-31","High","less than 6.1.36",8.2,"CVE-2022-21571 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202208-36"",""https://www.oracle.com/security-alerts/cpujul2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21571""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-07-19"
0,"CVE-2022-21554","2022-09-22","Medium","less than 6.1.36",4.4,"CVE-2022-21554 affects Oracle VM VirtualBox 6.1.34","x64","6.1.34","[""https://security.gentoo.org/glsa/202208-36"",""https://www.oracle.com/security-alerts/cpujul2022.html"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21554""]","2023-09-11T22:17:59+00:00","Oracle VM VirtualBox 6.1.34","2022-07-19"
0,"CVE-2023-40217","2023-08-31","Medium","less than 3.8.18",5.3,"CVE-2023-40217 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://mail.python.org/archives/list/security-announce@python.org/thread/PEPLII27KYHLF4AK3ZQGKYNCRERG4YXY/"",""https://www.python.org/dev/security/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-40217""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-08-25"
0,"CVE-2022-48566","2023-09-01","High","greater than or equal 3.6.0 and less than or equal 3.9.1",8.1,"CVE-2022-48566 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://bugs.python.org/issue40791"",""https://nvd.nist.gov/vuln/detail/CVE-2022-48566""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-08-22"
0,"CVE-2022-48565","2023-09-01","Critical","greater than or equal 3.6.0 and less than or equal 3.9.1",9.8,"CVE-2022-48565 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://bugs.python.org/issue42051"",""https://nvd.nist.gov/vuln/detail/CVE-2022-48565""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-08-22"
0,"CVE-2022-48564","2023-08-26","Medium","greater than or equal 3.4.0 and less than or equal 3.10.0",6.5,"CVE-2022-48564 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://bugs.python.org/issue42103"",""https://nvd.nist.gov/vuln/detail/CVE-2022-48564""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-08-22"
0,"CVE-2023-36632","2023-07-06","High","less than or equal 3.11.4",7.5,"CVE-2023-36632 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://docs.python.org/3/library/email.html"",""https://docs.python.org/3/library/email.utils.html"",""https://github.com/Daybreak2019/PoC_python3.9_Vul/blob/main/RecursionError-email.utils.parseaddr.py"",""https://github.com/python/cpython/issues/103800"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36632""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-06-25"
0,"CVE-2023-27043","2023-06-01","Medium","greater than or equal 3.0 and less than or equal 3.11",5.3,"CVE-2023-27043 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""http://python.org"",""https://github.com/python/cpython/issues/102988"",""https://python-security.readthedocs.io/vuln/email-parseaddr-realname.html"",""https://security.netapp.com/advisory/ntap-20230601-0003/"",""https://nvd.nist.gov/vuln/detail/CVE-2023-27043""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-04-19"
0,"CVE-2023-24329","2023-08-12","High","less than 3.7.17",7.5,"CVE-2023-24329 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://github.com/python/cpython/issues/102153"",""https://github.com/python/cpython/pull/99421"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/6PEVICI7YNGGMSL3UCMWGE66QFLATH72/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DSL6NSOAXWBJJ67XPLSSC74MNKZF3BBO/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/EM2XLZSTXG44TMFXF4E6VTGKR2MQCW3G/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/F2NY75GFDZ5T6YPN44D3VMFT5SUVTOTG/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GR5US3BYILYJ4SKBV6YBNPRUBAL5P2CN/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/H23OSKC6UG6IWOQAUPW74YUHWRWVXJP7/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/JZTLGV2HYFF4AMYJL25VDIGAIHCU7UPA/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LWC4WGXER5P6Q75RFGL7QUTPP3N5JR7T/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/MZEHSXSCMA4WWQKXT6QV7AAR6SWNZ2VP/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/O5SP4RT3RRS434ZS2HQKQJ3VZW7YPKYR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OHHJHJRLEF3TDT2K3676CAUVRDD4CCMR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PEUN6T22UJFXR7J5F6UUHCXXPKJ2DVHI/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PURM5CFDABEWAIWZFD2MQ7ZJGCPYSQ44/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/Q3J5N24ECS4B6MJDRO6UAYU6GPLYBDCL/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QRQHN7RWJQJHYP6E5EKESOYP5VDSHZG4/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RA2MBEEES6L46OD64OBSVUUMGKNGMOWW/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/T4IDB5OAR5Y4UK3HLMZBW4WEL2B7YFMJ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TZH26JGNZ5XYPZ5SAU3NKSBSPRE5OHTG/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/U2MZOJYGFCB5PPT6AKMAU72N7QOYWLBP/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UONZWLB4QVLQIY5CPDLEUEKH6WX4VQMC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WTOAUJNDWZDRWVSXJ354AYZYKRMT56HU/"",""https://pointernull.com/security/python-url-parse-problem.html"",""https://security.netapp.com/advisory/ntap-20230324-0004/"",""https://www.kb.cert.org/vuls/id/127587"",""https://nvd.nist.gov/vuln/detail/CVE-2023-24329""]","2023-09-11T22:17:53+00:00","Python 3.6.5 (32-bit)","2023-02-17"
0,"CVE-2022-45061","2023-09-09","High","less than or equal 3.7.15",7.5,"CVE-2022-45061 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://github.com/python/cpython/issues/98433"",""https://lists.debian.org/debian-lts-announce/2023/05/msg00024.html"",""https://lists.debian.org/debian-lts-announce/2023/06/msg00039.html"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2AOUKI72ACV6CHY2QUFO6VK2DNMVJ2MB/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/35YDIWCUMWTMDBWFRAVENFH6BLB65D6S/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/4WBZJNSALFGMPYTINIF57HAAK46U72WQ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/63FS6VHY4DCS74HBTEINUDOECQ2X6ZCH/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/7WQPHKGNXUJC3TC3BDW5RKGROWRJVSFR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/B3YI6JYARWU6GULWOHNUROSACT54XFFS/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/BWJREJHWVRBYDP43YB5WRL3QC7UBA7BR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/GTPVDZDATRQFE6KAT6B4BQIQ4GRHIIIJ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IN26PWZTYG6IF3APLRXQJBVACQHZUPT2/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/JCDJXNBHWXNYUTOEV4H2HCFSRKV3SYL3/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/JTYVESWVBPD57ZJC35G5722Q6TS37WSB/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KNE4GMD45RGC2HWUAAIGTDHT5VJ2E4O4/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/LKWAMPURWUV3DCCT4J7VHRF4NT2CFVBR/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/O67LRHDTJWH544KXB6KY4HMHQLYDXFPK/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ORVCQGJCCAVLN4DJDTWGREFCUWXKQRML/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/PLQ2BNZVBBAQPV3SPRU24ZD37UYJJS7W/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QCKD4AFBHXIMHS64ZER2U7QRT33HNE7L/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QLUGZSEAO3MBWGKCUSMKQIRYJZKJCIOB/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RDK3ZZBRYFO47ET3N4BNTKVXN47U6ICY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RH57BNT4VQERGEJ5SXNXSVMDYP66YD4H/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/RTN2OOLKYTG34DODUEJGT5MLC2PFGPBA/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/T3D5TX4TDJPXHXD2QICKTY3OCQC3JARP/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/UHVW73QZJMHA4MK7JBT7CXX7XSNYQEGF/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/VCMDX6IFKLOA3NXUQEV524L5LHTPI2JI/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/X3EJ6J7PXVQOULBQZQGBXCXY6LFF6LZD/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/XXZJL3CNAFS5PAIR7K4RL62S3Y7THR7O/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/YPNWZKXPKTNHS5FVMN7UQZ2UPCSEFJUK/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/ZB5YCMIRVX35RUB6XPOWKENCVCJEVDRK/"",""https://security.gentoo.org/glsa/202305-02"",""https://security.netapp.com/advisory/ntap-20221209-0007/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-45061""]","2023-09-11T22:17:54+00:00","Python 3.6.5 (32-bit)","2022-11-09"
0,"CVE-2022-37454","2023-05-03","Critical","greater than or equal 3.6.0 and less than 3.7.16",9.8,"CVE-2022-37454 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://csrc.nist.gov/projects/hash-functions/sha-3-project"",""https://eprint.iacr.org/2023/331"",""https://github.com/XKCP/XKCP/security/advisories/GHSA-6w4m-2xhg-2658"",""https://lists.debian.org/debian-lts-announce/2022/10/msg00041.html"",""https://lists.debian.org/debian-lts-announce/2022/11/msg00000.html"",""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/3ALQ6BDDPX5HU5YBQOBMDVAA2TSGDKIJ/"",""https://lists.fedoraproject.org/archives/list/package-announce%40lists.fedoraproject.org/message/CMIEXLMTW5GO36HTFFWIPB3OHZXCT3G4/"",""https://mouha.be/sha-3-buffer-overflow/"",""https://news.ycombinator.com/item?id=33281106"",""https://news.ycombinator.com/item?id=35050307"",""https://security.gentoo.org/glsa/202305-02"",""https://www.debian.org/security/2022/dsa-5267"",""https://www.debian.org/security/2022/dsa-5269"",""https://nvd.nist.gov/vuln/detail/CVE-2022-37454""]","2023-09-11T22:17:54+00:00","Python 3.6.5 (32-bit)","2022-10-21"
0,"CVE-2021-4189","2023-06-30","Medium","greater than or equal 3.6.0 and less than 3.6.14",5.3,"CVE-2021-4189 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://access.redhat.com/security/cve/CVE-2021-4189"",""https://bugs.python.org/issue43285"",""https://bugzilla.redhat.com/show_bug.cgi?id=2036020"",""https://github.com/python/cpython/commit/0ab152c6b5d95caa2dc1a30fa96e10258b5f188e"",""https://lists.debian.org/debian-lts-announce/2023/05/msg00024.html"",""https://lists.debian.org/debian-lts-announce/2023/06/msg00039.html"",""https://python-security.readthedocs.io/vuln/ftplib-pasv.html"",""https://security-tracker.debian.org/tracker/CVE-2021-4189"",""https://security.netapp.com/advisory/ntap-20221104-0004/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-4189""]","2023-09-11T22:17:54+00:00","Python 3.6.5 (32-bit)","2022-08-24"
0,"CVE-2021-28861","2023-05-03","High","greater than or equal 3.0.0 and less than 3.7.14",7.4,"CVE-2021-28861 affects Python 3.6.5 (32-bit)"," ","3.6.5150.0","[""https://bugs.python.org/issue43223"",""https://github.com/python/cpython/pull/24848"",""https://github.com/python/cpython/pull/93879"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2TRINJE3INWDVIHIABW4L2NP3RUSK7BJ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5LTSPFIULY2GZJN3QYNFVM4JSU6H4D6J/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/5OABQ5CMPQETJLFHROAXDIDXCMDTNVYG/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/DISZAFSIQ7IAPAEQTC7G2Z5QUA2V2PSW/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/HPX4XHT2FGVQYLY2STT2MRVENILNZTTU/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/I3MQT5ZE3QH5PVDJMERTBOCILHK35CBE/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/IFGV7P2PYFBMK32OKHCAC2ZPJQV5AUDF/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/KRGKPYA5YHIXQAMRIXO5DSCX7D4UUW4Q/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/OKYE2DOI2X7WZXAWTQJZAXYIWM37HDCY/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/QLE5INSVJUZJGY5OJXV6JREXWD7UDHYN/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/S7G66SRWUM36ENQ3X6LAIG7HAB27D4XJ/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/TZEPOPUFC42KXXSLFPZ47ZZRGPOR7SQE/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/WXF6MQ74HVIDDSR5AE2UDR24I6D4FEPC/"",""https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/X46T4EFTIBXZRYTGASBDEZGYJINH2OWV/"",""https://security.gentoo.org/glsa/202305-02"",""https://nvd.nist.gov/vuln/detail/CVE-2021-28861""]","2023-09-11T22:17:54+00:00","Python 3.6.5 (32-bit)","2022-08-23"
